692.56,0,7.677,0,0,0,0,2.3554,0,-4.5364
0,656.3,4.563e-14,0.87217,-0.65705,0.87217,-0.65705,0,3.0533,0
7.677,4.5963e-14,443.7,-0.6804,0.81381,0.6804,-0.81381,4.5364,0,-8.3749
0,0.87217,-0.6804,10.193,2.0095,0,0,0,0,0
0,-0.65705,0.81381,2.0095,3.1418,0,0,0,0,0
0,0.87217,0.6804,0,0,10.193,2.0095,0,0,0
0,-0.65705,-0.81381,0,0,2.0095,3.1418,0,0,0
2.3554,0,4.5364,0,0,0,0,101.05,0,-7.677
0,3.0533,0,0,0,0,0,0,100.35,0
-4.5364,0,-8.3749,0,0,0,0,-7.677,0,2398.8
